timestamp,"amd_smi:::temp_current_sensor=1:device=1","amd_smi:::temp_current_sensor=2:device=1","amd_smi:::temp_current_sensor=7:device=1","amd_smi:::gfx_activity:device=1","amd_smi:::umc_activity:device=1","amd_smi:::power_current:device=1","amd_smi:::power_average:device=1","amd_smi:::process_cu_occupancy_proc=0:device=1","amd_smi:::process_count:device=1"
149.297440,73,74,36,100,27,65535,214,85,1
149.399885,73,74,36,100,28,65535,215,81,1
149.502807,73,74,36,100,25,65535,214,75,1
149.605812,73,72,36,100,25,65535,214,75,1
149.708811,73,72,36,100,25,65535,214,77,1
149.811810,73,72,36,100,21,65535,214,72,1
149.914262,73,72,36,100,22,65535,213,73,1
150.016896,73,72,36,100,28,65535,213,92,1
150.119833,73,73,36,100,29,65535,213,74,1
150.222837,73,74,36,100,25,65535,213,85,1
150.325834,73,73,36,100,26,65535,213,83,1
150.428300,73,74,36,100,24,65535,213,79,1
150.530829,73,72,36,100,24,65535,213,81,1
150.633851,73,72,36,100,25,65535,213,74,1
150.736854,73,72,36,100,24,65535,213,77,1
150.839863,73,72,36,100,25,65535,213,88,1
150.942844,73,74,36,100,31,65535,213,77,1
151.045294,73,73,36,100,29,65535,213,80,1
151.148191,73,73,36,100,24,65535,214,76,1
151.250845,73,72,36,100,24,65535,213,75,1
151.353854,73,72,36,100,22,65535,213,71,1
151.456849,73,72,36,100,23,65535,213,68,1
151.559273,73,72,36,100,24,65535,212,74,1
151.661850,73,72,36,100,22,65535,212,72,1
151.764822,73,72,36,100,22,65535,212,79,1
151.867931,73,72,36,100,21,65535,211,82,1
151.970911,73,72,36,100,27,65535,211,85,1
152.073876,73,72,36,100,26,65535,211,71,1
152.176835,73,72,36,100,23,65535,211,76,1
152.279271,73,72,36,100,27,65535,211,68,1
152.381857,73,72,36,100,23,65535,211,70,1
152.484845,74,72,36,100,24,65535,211,81,1
152.587852,72,72,36,100,23,65535,211,78,1
152.690853,73,72,36,100,22,65535,211,85,1
152.793417,73,73,36,100,21,65535,211,56,1
152.895889,73,74,36,100,29,65535,211,91,1
152.998872,73,73,36,100,32,65535,212,85,1
153.101820,73,73,36,100,28,65535,212,80,1
153.204267,73,73,36,100,27,65535,213,85,1
153.306873,73,74,36,100,27,65535,213,83,1
153.409826,73,73,36,100,27,65535,213,80,1
153.512268,73,73,36,100,25,65535,213,80,1
153.614890,73,74,36,100,26,65535,213,76,1
153.718002,73,73,36,100,29,65535,213,91,1
153.821071,73,73,36,100,28,65535,213,91,1
153.923996,73,73,36,100,30,65535,214,85,1
154.027089,73,73,36,100,27,65535,214,84,1
154.129954,73,74,36,100,30,65535,214,76,1
154.232875,73,74,36,100,26,65535,215,79,1
154.335348,73,73,36,100,25,65535,214,83,1
154.437913,73,73,36,100,28,65535,214,81,1
154.540889,73,73,36,100,26,65535,214,80,1
154.643950,73,73,36,100,32,65535,214,86,1
154.746898,73,73,36,100,30,65535,214,86,1
154.849701,73,74,36,100,28,65535,215,76,1
154.952700,73,73,36,100,27,65535,215,79,1
155.055197,73,72,36,100,23,65535,214,72,1
155.157986,73,72,36,100,21,65535,214,76,1
155.260915,73,72,36,100,22,65535,214,75,1
155.363905,73,72,36,100,22,65535,213,81,1
155.466721,73,72,36,100,23,65535,213,76,1
155.569752,73,74,36,100,26,65535,213,76,1
155.672245,73,72,36,100,24,65535,212,75,1
155.775007,73,73,36,100,28,65535,213,78,1
155.877928,73,72,36,100,23,65535,212,73,1
155.980741,73,72,36,100,24,65535,212,79,1
156.083747,73,72,36,100,25,65535,212,77,1
156.186755,73,73,36,100,22,65535,212,73,1
156.289244,73,72,36,100,25,65535,212,78,1
156.392034,73,72,36,100,23,65535,212,69,1
156.495108,73,72,36,100,32,65535,211,71,1
156.597769,73,73,36,100,31,65535,211,81,1
156.700775,73,73,36,100,29,65535,212,80,1
156.803262,73,74,36,100,31,65535,213,82,1
156.906065,73,73,36,100,30,65535,213,81,1
157.009005,73,74,36,100,24,65535,213,79,1
157.111791,73,73,36,100,26,65535,213,80,1
157.214788,73,73,36,100,24,65535,213,81,1
157.317272,73,73,36,100,24,65535,213,88,1
157.420105,73,72,36,100,22,65535,213,83,1
157.522811,73,74,36,100,30,65535,213,91,1
157.625813,73,73,36,100,31,65535,214,88,1
157.728810,73,73,36,100,28,65535,214,90,1
157.831817,73,74,36,100,27,65535,214,83,1
157.934273,73,73,36,100,26,65535,214,77,1
158.037088,73,74,36,100,25,65535,214,80,1
158.139830,73,73,36,100,26,65535,214,77,1
158.242271,73,73,36,100,26,65535,214,74,1
158.346891,73,73,36,99,28,65535,214,74,1
158.449297,73,72,36,100,24,65535,213,93,1
158.551614,73,73,36,100,25,65535,214,83,1
158.654090,73,73,36,100,25,65535,214,91,1
158.756816,73,73,36,100,22,65535,213,73,1
158.859317,73,72,36,100,22,65535,213,74,1
158.962075,73,72,36,100,24,65535,213,66,1
159.064907,73,72,36,100,20,65535,212,68,1
159.167874,73,72,36,100,20,65535,212,81,1
159.270899,72,72,36,99,30,65535,211,95,1
159.373334,73,73,36,100,29,65535,212,82,1
159.476170,73,73,36,100,21,65535,212,77,1
159.578893,73,72,36,100,24,65535,212,89,1
159.681612,73,74,36,100,25,65535,212,74,1
159.784142,73,72,36,100,21,65535,211,73,1
159.886890,73,72,36,100,22,65535,211,77,1
