timestamp,"amd_smi:::temp_current_sensor=1:device=0","amd_smi:::temp_current_sensor=2:device=0","amd_smi:::temp_current_sensor=7:device=0","amd_smi:::gfx_activity:device=0","amd_smi:::umc_activity:device=0","amd_smi:::power_average:device=0","amd_smi:::process_cu_occupancy_proc=0:device=0"
152.261020,57,54,49,100,9,215,0
152.366063,57,54,49,100,9,215,0
152.471023,57,54,49,100,9,215,0
152.575783,57,54,49,100,8,214,0
152.680871,57,54,49,100,15,214,0
152.786025,57,55,49,100,15,215,0
152.891037,57,55,49,100,11,215,0
152.996136,57,54,49,100,9,215,0
153.100908,57,54,49,100,8,215,0
153.205911,56,54,49,100,8,215,0
153.311013,57,54,49,100,8,215,0
153.416182,57,54,49,100,8,214,0
153.521077,57,54,49,100,8,214,0
153.625857,57,54,49,100,8,214,0
153.730922,57,54,49,100,17,214,0
153.835832,57,56,49,100,11,214,0
153.941063,57,54,49,100,9,214,0
154.046116,57,54,49,100,8,214,0
154.151179,56,54,49,100,8,214,0
154.255918,56,54,49,100,7,214,0
154.361087,57,54,49,100,7,214,0
154.466123,58,54,49,100,8,214,0
154.571171,57,54,49,100,8,214,0
154.675925,57,54,49,100,8,214,0
154.780928,56,55,49,100,25,214,0
154.886102,57,55,49,100,18,214,0
154.991091,57,56,49,100,14,215,0
155.096150,57,55,49,100,11,215,0
155.201259,57,55,49,100,10,215,0
155.306045,56,54,49,100,8,215,0
155.411156,56,54,49,100,7,215,0
155.516134,57,54,49,100,9,215,0
155.621227,57,54,49,100,9,215,0
155.726318,57,54,49,100,9,215,0
155.831143,56,55,49,100,17,215,0
155.936143,57,56,49,100,12,215,0
156.041191,57,54,49,100,11,215,0
156.146228,57,54,49,100,9,215,0
156.251265,57,54,49,100,9,215,0
156.356019,57,54,49,100,8,215,0
156.461349,57,54,49,100,7,215,0
156.566179,57,54,49,100,7,215,0
156.671245,57,54,49,100,8,215,0
156.776320,57,54,49,100,8,215,0
156.881183,57,55,49,100,20,215,0
156.986193,57,55,49,100,18,215,0
157.091140,57,55,49,100,17,216,0
157.196262,57,55,49,100,12,216,0
157.301394,56,55,49,100,9,216,0
157.406208,57,54,49,100,9,216,0
157.511287,56,54,49,100,9,216,0
157.616301,56,54,49,100,7,216,0
157.721287,57,54,49,100,7,216,0
157.826386,57,54,49,100,8,215,0
157.931073,57,55,49,100,18,216,0
158.036307,57,55,49,100,14,216,0
158.141257,57,56,49,100,11,216,0
158.246390,57,54,49,100,10,216,0
158.351316,57,54,49,100,9,216,0
158.456134,57,54,49,100,8,216,0
158.561337,56,54,49,100,8,216,0
158.666302,57,54,49,100,8,216,0
158.771315,57,54,49,100,7,215,0
158.876067,57,54,49,100,4,215,0
158.981137,57,55,49,100,22,216,0
159.086295,57,55,49,100,18,216,0
159.191244,57,55,49,100,14,217,0
159.295938,57,55,49,100,13,217,0
159.400774,58,55,49,100,10,217,0
159.505640,57,54,49,100,10,217,0
159.610369,57,54,49,100,9,217,0
159.715287,57,54,49,100,9,217,0
159.819976,57,54,49,100,9,216,0
159.924685,56,54,49,100,8,216,0
160.030055,57,55,49,100,23,217,0
160.135200,57,55,49,100,22,217,0
160.240281,57,55,49,100,13,218,0
160.345043,56,56,49,100,11,218,0
160.449630,57,56,49,100,10,218,0
160.554206,57,54,49,100,9,217,0
160.659177,57,54,49,100,9,217,0
160.764440,57,54,49,100,9,217,0
160.869366,57,54,49,100,9,217,0
160.974254,57,54,49,100,9,216,0
161.079229,57,55,49,100,20,217,0
161.184329,57,55,49,100,14,217,0
161.289390,57,55,49,100,13,217,0
161.394433,57,56,49,100,12,217,0
161.499524,57,54,49,100,10,217,0
161.604372,57,54,49,100,9,217,0
161.709425,57,54,49,100,9,217,0
161.814552,57,54,49,100,8,217,0
161.919412,57,54,49,100,8,216,0
162.024238,57,54,49,100,17,216,0
162.129145,57,55,49,100,11,216,0
162.234394,57,56,49,100,10,217,0
162.339305,58,54,49,100,8,217,0
162.444652,57,55,49,100,11,217,0
162.549576,57,54,49,100,9,216,0
162.654320,57,54,49,100,9,216,0
162.759431,57,54,49,100,9,216,0
162.864496,57,54,49,100,8,216,0
162.969825,57,54,49,100,8,215,0
163.074861,57,54,49,100,22,215,0
163.180199,57,55,49,100,15,216,0
163.285396,56,55,49,100,11,216,0
163.390589,56,56,49,100,9,216,0
163.495470,57,54,49,100,9,216,0
163.600379,57,54,49,100,10,216,0
163.705370,57,54,49,100,9,216,0
163.810483,57,54,49,100,8,216,0
163.915458,57,54,49,100,8,216,0
164.020804,57,54,49,100,9,215,0
164.125776,56,55,49,100,22,215,0
164.230757,57,55,49,100,19,216,0
164.335577,57,55,49,100,15,217,0
164.440757,57,55,49,100,14,217,0
164.545615,57,55,49,100,12,217,0
164.650676,57,55,49,100,12,217,0
164.755434,57,56,49,100,12,217,0
164.860547,57,56,49,100,11,217,0
164.965700,57,54,49,100,10,217,0
165.070567,57,54,49,100,10,217,0
165.175651,57,55,49,100,20,217,0
165.280591,57,55,49,100,16,218,0
165.385570,57,55,49,100,13,218,0
165.490594,57,55,49,100,11,218,0
165.595624,57,56,49,100,9,218,0
165.700811,57,54,49,100,10,218,0
165.805695,57,54,49,100,9,218,0
165.910587,57,54,49,100,10,218,0
166.015731,57,54,49,100,9,217,0
166.120711,56,54,49,100,8,217,0
166.225495,56,55,49,100,17,217,0
166.330490,56,55,49,100,13,217,0
166.435676,57,56,49,100,10,217,0
166.540893,57,54,49,100,9,217,0
166.645904,57,54,49,100,8,217,0
166.750847,57,54,49,100,8,217,0
166.855905,57,54,49,100,8,216,0
166.960750,57,54,49,100,8,216,0
167.065732,57,54,49,100,7,216,0
167.170800,57,54,49,100,7,215,0
167.275958,57,55,49,100,13,216,0
167.380923,57,55,49,100,12,216,0
167.485728,57,54,49,100,11,216,0
167.590661,57,54,49,100,8,216,0
167.695729,56,54,49,100,8,216,0
167.800857,56,54,49,100,8,215,0
167.905611,57,54,49,100,8,215,0
168.010727,57,54,49,100,8,215,0
168.115737,57,54,49,100,9,215,0
168.220758,57,54,49,100,9,215,0
168.325860,57,55,49,100,15,215,0
168.430575,57,56,49,100,13,215,0
168.535601,57,56,49,100,11,215,0
168.640748,57,54,49,100,10,215,0
168.745852,57,54,49,100,9,215,0
168.850895,57,54,49,100,9,215,0
168.955651,57,54,49,100,9,215,0
169.060854,57,54,49,100,9,215,0
169.165796,56,54,49,100,8,215,0
169.270795,57,54,49,100,18,215,0
169.375898,57,55,49,100,23,215,0
169.480676,57,55,49,100,19,216,0
169.585867,57,55,49,100,12,216,0
169.690896,57,56,49,100,11,216,0
169.795999,57,54,49,100,10,216,0
169.901023,57,54,49,100,10,216,0
170.005797,57,54,49,100,9,216,0
170.110852,57,54,49,100,9,216,0
170.215912,57,54,49,100,9,216,0
170.321206,56,54,49,100,19,216,0
170.426287,57,55,49,100,16,216,0
170.531145,57,55,49,100,12,217,0
170.635839,57,55,49,100,11,217,0
170.740861,57,54,49,100,10,216,0
170.845910,57,54,49,100,10,216,0
170.950942,57,54,49,100,10,216,0
171.055831,57,54,49,100,10,216,0
171.160836,56,54,49,100,9,216,0
171.265923,57,54,49,100,9,216,0
171.370909,57,56,49,100,16,216,0
171.475694,57,55,49,100,12,216,0
171.580582,57,55,49,100,10,216,0
171.685642,57,54,49,100,8,216,0
171.790206,58,54,49,100,8,216,0
171.894928,57,54,49,100,8,216,0
171.999838,57,54,49,100,8,216,0
172.104806,57,54,50,100,7,215,0
172.209848,57,54,49,100,7,215,0
172.314908,57,54,49,100,8,215,0
172.419818,57,56,49,100,23,215,0
172.524637,57,55,49,100,19,216,0
172.629662,57,56,50,100,15,216,0
172.734635,57,55,49,100,14,217,0
172.839203,57,55,49,100,11,217,0
172.944089,57,54,49,100,10,217,0
173.048790,57,54,49,100,10,216,0
173.153809,57,55,49,100,6,216,0
173.258988,50,53,49,0,0,209,0
173.364083,50,53,49,0,0,201,0
173.469063,50,54,49,0,0,194,0
173.574288,49,52,49,0,0,187,0
173.679369,49,52,49,0,0,181,0
173.784161,48,52,49,0,0,175,0
173.889102,49,52,49,0,0,169,0
173.994230,48,52,49,0,0,164,0
174.099267,49,52,49,0,0,159,0
174.204051,48,52,49,0,0,154,0
174.309060,48,53,49,0,0,150,0
174.414180,48,51,49,0,0,146,0
174.519279,47,51,49,0,0,142,0
174.624291,47,51,49,0,0,139,0
174.728883,47,51,49,0,0,135,0
174.833965,47,51,49,0,0,132,0
174.938995,47,51,49,0,0,129,0
175.044202,47,51,49,0,0,127,0
175.149159,47,51,49,0,0,124,0
175.254117,47,51,49,0,0,122,0
175.359036,47,51,49,0,0,119,0
175.464041,47,51,49,0,0,117,0
175.569098,47,51,49,0,0,115,0
175.673958,46,51,49,0,0,114,0
175.779100,47,51,49,0,0,112,0
175.884205,46,51,49,0,0,110,0
175.989204,46,51,49,0,0,109,0
176.094425,47,51,49,0,0,107,0
176.199850,47,51,49,0,0,106,0
176.304980,46,51,49,0,0,105,0
176.410290,46,50,49,0,0,104,0
176.515226,46,50,49,0,0,102,0
176.620374,46,51,49,0,0,101,0
176.725408,46,50,49,0,0,100,0
176.830166,46,50,49,0,0,100,0
176.935153,46,50,49,0,0,99,0
177.040304,46,50,49,0,0,98,0
177.145255,46,50,49,0,0,97,0
177.250508,46,50,49,0,0,97,0
177.355894,46,50,49,0,0,96,0
177.461056,46,50,49,0,0,95,0
177.566278,46,50,49,0,0,95,0
177.671362,46,50,49,0,0,94,0
177.776354,46,50,49,0,0,94,0
177.881153,46,50,49,0,0,93,0
177.986372,46,50,49,0,0,93,0
178.091329,45,50,49,0,0,92,0
178.585648,46,50,49,0,1,92,0
